split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score
train,zurich,zurich_000060_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000060_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000060_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000060_000019_gtFine_instanceIds.png",67654,930,12799,22,1,3,True,False,False,3,Tier 3 - All classes present,0.8313038349532458,0.011427447992824054,0.15726871705393017,81383,0.5313038349532457,0.46869616504675427,0.31413806523913934,0.5503212081491045,1.0,0.7863435852696508,50.35852460762917
train,strasbourg,strasbourg_000001_051134,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_051134_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_051134_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_051134_gtFine_instanceIds.png",93754,1763,5813,43,5,3,True,False,False,3,Tier 3 - All classes present,0.9252343827099576,0.017398598638113095,0.05736701865192934,101330,0.6252343827099576,0.37476561729004243,0.3244719261226783,0.9410360288810286,1.0,0.2868350932596467,50.27449837479572
train,weimar,weimar_000117_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\weimar\weimar_000117_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\weimar\weimar_000117_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\weimar\weimar_000117_000019_gtFine_instanceIds.png",1485,40339,2446,1,4,1,True,False,False,3,Tier 3 - All classes present,0.03354416083126271,0.9112039756042467,0.055251863564490626,44270,0.4112039756042467,0.5887960243957533,0.33117761085787717,0.43679023236814946,0.8854,0.2762593178224531,50.27431937620095
train,hamburg,hamburg_000000_060215,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_060215_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_060215_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_060215_gtFine_instanceIds.png",12082,168403,67,14,17,1,True,False,False,3,Tier 3 - All classes present,0.06691701005804422,0.932711905711374,0.00037108423058177144,180552,0.43271190571137397,0.567288094288626,0.18852036310209863,0.7937005259840998,1.0,0.0018554211529088571,50.26191966013405
train,krefeld,krefeld_000000_014673,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_014673_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_014673_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_014673_gtFine_instanceIds.png",2298,139578,1376,2,6,1,True,False,False,3,Tier 3 - All classes present,0.016041660849412224,0.9743528886158658,0.009605450534722029,143252,0.4743528886158658,0.5256471113841342,0.3162201104925617,0.6299605249474366,1.0,0.04802725267361014,50.202031907721825
train,tubingen,tubingen_000090_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000090_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000090_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000090_000019_gtFine_instanceIds.png",321,199811,9995,1,10,1,True,False,False,3,Tier 3 - All classes present,0.0015276475655198998,0.9509058807292733,0.04756647170520685,210127,0.4509058807292733,0.5490941192707267,0.3177575977951838,0.5,1.0,0.23783235852603424,50.18565449731476
train,strasbourg,strasbourg_000001_024379,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_024379_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_024379_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_024379_gtFine_instanceIds.png",3346,92568,486,3,10,1,True,False,False,3,Tier 3 - All classes present,0.03470954356846473,0.9602489626556017,0.00504149377593361,96400,0.46024896265560167,0.5397510373443983,0.2533498988859706,0.7211247851537042,1.0,0.02520746887966805,50.133447582058956
train,krefeld,krefeld_000000_017342,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_017342_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_017342_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_017342_gtFine_instanceIds.png",8220,238462,246,5,4,1,True,False,False,3,Tier 3 - All classes present,0.03328905591913432,0.9657147022613879,0.0009962418194777425,246928,0.46571470226138795,0.5342852977386121,0.27243881015334415,0.6933612743506347,1.0,0.004981209097388712,49.96990137489127
train,bochum,bochum_000000_014658,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bochum\bochum_000000_014658_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bochum\bochum_000000_014658_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bochum\bochum_000000_014658_gtFine_instanceIds.png",965,213206,1557,4,10,1,True,False,False,3,Tier 3 - All classes present,0.004473225543276719,0.9883093525179856,0.00721742193873767,215728,0.4883093525179856,0.5116906474820144,0.24675841688691058,0.7937005259840998,1.0,0.03608710969368835,49.95632184411784
train,zurich,zurich_000115_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000115_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000115_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000115_000019_gtFine_instanceIds.png",1764,6753,423,3,12,2,True,False,False,3,Tier 3 - All classes present,0.19731543624161074,0.7553691275167785,0.04731543624161074,8940,0.25536912751677854,0.7446308724832215,0.11886978605638204,0.9085602964160698,0.1788,0.23657718120805368,49.95061883330163
val,frankfurt,frankfurt_000001_055306,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_055306_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_055306_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_055306_gtFine_instanceIds.png",183788,4627,9286,27,1,2,True,False,False,3,Tier 3 - All classes present,0.9296260514615505,0.023404029316998903,0.04696991922145057,197701,0.6296260514615506,0.3703739485384494,0.5232014931074714,0.5503212081491045,1.0,0.23484959610725284,49.94006883753495
train,stuttgart,stuttgart_000043_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000043_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000043_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000043_000019_gtFine_instanceIds.png",3292,182664,910,2,7,1,True,False,False,3,Tier 3 - All classes present,0.01761690195113076,0.9775132982993161,0.004869799749553156,186866,0.4775132982993161,0.5224867017006839,0.3105754141005535,0.6299605249474366,1.0,0.024348998747765777,49.78788335899434
train,ulm,ulm_000068_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000068_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000068_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000068_000019_gtFine_instanceIds.png",7249,6435,802,4,1,1,True,False,False,3,Tier 3 - All classes present,0.5004141930139445,0.44422200745547424,0.05536379953058125,14486,0.20041419301394453,0.7995858069860555,0.2318959985816958,0.43679023236814946,0.28972,0.27681899765290624,49.77346071067987
train,dusseldorf,dusseldorf_000037_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000037_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000037_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000037_000019_gtFine_instanceIds.png",100252,15829,2195,14,1,1,True,False,False,3,Tier 3 - All classes present,0.8476106733403226,0.13383103926409415,0.01855828739558321,118276,0.5476106733403227,0.45238932665967735,0.4874412172529731,0.43679023236814946,1.0,0.09279143697791606,49.73462025438811
train,aachen,aachen_000088_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000088_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000088_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000088_000019_gtFine_instanceIds.png",1482,117651,763,4,7,1,True,False,False,3,Tier 3 - All classes present,0.012360712617601922,0.9812754387135517,0.006363848668846333,119896,0.4812754387135517,0.5187245612864483,0.22445239672361703,0.7937005259840998,1.0,0.03181924334423167,49.547158459649104
val,munster,munster_000072_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000072_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000072_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000072_000019_gtFine_instanceIds.png",2075,227451,629,4,25,1,True,False,False,3,Tier 3 - All classes present,0.009015663357302688,0.9882513957984836,0.002732940844213682,230155,0.48825139579848365,0.5117486042015164,0.23544505970577037,0.7937005259840998,1.0,0.01366470422106841,49.5071273701006
val,frankfurt,frankfurt_000001_075984,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_075984_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_075984_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_075984_gtFine_instanceIds.png",5663,345756,216,7,11,1,True,False,False,3,Tier 3 - All classes present,0.01610476772789967,0.9832809589489101,0.0006142733231902399,351635,0.4832809589489101,0.5167190410510899,0.2304093529189311,0.7937005259840998,1.0,0.003071366615951199,49.501906952452785
train,aachen,aachen_000016_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000016_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000016_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000016_000019_gtFine_instanceIds.png",61341,10714,867,42,5,1,True,False,False,3,Tier 3 - All classes present,0.8411864732179589,0.14692411069361783,0.011889416088423246,72922,0.541186473217959,0.458813526782041,0.31401459085375905,0.7469007910928608,1.0,0.059447080442116225,49.273726065497904
train,hanover,hanover_000000_048274,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_048274_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_048274_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_048274_gtFine_instanceIds.png",2122,126331,473,11,6,1,True,False,False,3,Tier 3 - All classes present,0.016459054030994524,0.979872174735895,0.0036687712331104666,128926,0.47987217473589505,0.520127825264105,0.21570928539997403,0.7937005259840998,1.0,0.01834385616555233,49.27361874315268
train,strasbourg,strasbourg_000001_036480,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_036480_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_036480_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_036480_gtFine_instanceIds.png",14267,3408,1573,5,4,2,True,False,False,3,Tier 3 - All classes present,0.7412198669991688,0.1770573566084788,0.08172277639235245,19248,0.44121986699916876,0.5587801330008313,0.26143818389753126,0.8735804647362989,0.38496,0.40861388196176224,49.19072721781249
val,frankfurt,frankfurt_000001_032942,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_032942_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_032942_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_032942_gtFine_instanceIds.png",6458,286138,132,11,16,1,True,False,False,3,Tier 3 - All classes present,0.022061435872209014,0.9774876335710967,0.0004509305566942691,292728,0.4774876335710967,0.5225123664289033,0.20427912578971716,0.7937005259840998,1.0,0.0022546527834713453,48.94564958452649
train,strasbourg,strasbourg_000001_064393,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_064393_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_064393_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_064393_gtFine_instanceIds.png",791,47687,1719,2,5,1,True,False,False,3,Tier 3 - All classes present,0.01575791381955097,0.949997011773612,0.034245074406837064,50197,0.44999701177361195,0.550002988226388,0.2386807827271154,0.5928155507483438,1.0,0.1712253720341853,48.90890313226507
train,aachen,aachen_000126_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000126_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000126_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000126_000019_gtFine_instanceIds.png",2830,39178,892,1,11,1,True,False,False,3,Tier 3 - All classes present,0.06596736596736597,0.9132400932400933,0.02079254079254079,42900,0.41324009324009325,0.5867599067599067,0.29334842667974675,0.5,0.858,0.10396270396270395,48.8706625906022
train,ulm,ulm_000000_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000000_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000000_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000000_000019_gtFine_instanceIds.png",5465,2501,3142,2,1,1,True,False,False,3,Tier 3 - All classes present,0.49198775657184013,0.22515304285199855,0.2828592005761613,11108,0.27484695714800145,0.7251530428519986,0.24280796438318353,0.3466806371753174,0.22216,1.0,48.712170203205204
val,frankfurt,frankfurt_000001_077434,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_077434_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_077434_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_077434_gtFine_instanceIds.png",101770,15176,588,11,6,1,True,False,False,3,Tier 3 - All classes present,0.8658771079006926,0.12912008440110948,0.005002807698197968,117534,0.5658771079006926,0.43412289209930743,0.3098402229010338,0.7937005259840998,1.0,0.025014038490989838,48.69070045321976
train,krefeld,krefeld_000000_025434,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_025434_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_025434_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_025434_gtFine_instanceIds.png",470,275449,6817,1,11,1,True,False,False,3,Tier 3 - All classes present,0.0016623281081998755,0.9742268405862713,0.024110831305528834,282736,0.4742268405862713,0.5257731594137287,0.3176121083011972,0.5,1.0,0.12055415652764416,48.66206040822329
train,aachen,aachen_000017_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000017_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000017_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000017_000019_gtFine_instanceIds.png",124847,15738,2175,18,1,1,True,False,False,3,Tier 3 - All classes present,0.8745236760997478,0.11024096385542169,0.015235360044830485,142760,0.5745236760997479,0.42547632390025214,0.4850232036229195,0.43679023236814946,1.0,0.07617680022415242,48.502486551340674
train,dusseldorf,dusseldorf_000198_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000198_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000198_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000198_000019_gtFine_instanceIds.png",662,112042,3680,1,7,1,True,False,False,3,Tier 3 - All classes present,0.005688067088259555,0.9626924663183943,0.03161946659334616,116384,0.4626924663183943,0.5373075336816058,0.28989135843313896,0.5,1.0,0.1580973329667308,48.47952876509206
val,frankfurt,frankfurt_000001_029236,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_029236_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_029236_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_029236_gtFine_instanceIds.png",9108,424151,220,2,15,1,True,False,False,3,Tier 3 - All classes present,0.021011398476050745,0.9784810798216292,0.0005075217023200663,433479,0.4784810798216292,0.5215189201783708,0.2716117586764647,0.6299605249474366,1.0,0.0025376085116003313,48.471205484198315
train,dusseldorf,dusseldorf_000041_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000041_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000041_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000041_000019_gtFine_instanceIds.png",27444,803,8858,9,1,1,True,False,False,3,Tier 3 - All classes present,0.7396307775232448,0.02164128823608678,0.23872793424066838,37105,0.4783587117639132,0.5216412882360868,0.2872830406835977,0.43679023236814946,0.7421,1.0,48.456996235473646
train,hamburg,hamburg_000000_054850,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_054850_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_054850_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_054850_gtFine_instanceIds.png",145457,26561,992,24,1,1,True,False,False,3,Tier 3 - All classes present,0.8407433096352812,0.15352291775041904,0.0057337726142997515,173010,0.5407433096352812,0.45925669036471883,0.4445066675845216,0.43679023236814946,1.0,0.028668863071498758,48.400665443004144
val,munster,munster_000096_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000096_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000096_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000096_000019_gtFine_instanceIds.png",2142,264313,610,3,15,1,True,False,False,3,Tier 3 - All classes present,0.0080205193492221,0.989695392507442,0.002284088143335892,267065,0.48969539250744204,0.5103046074925579,0.23553191718543873,0.7211247851537042,1.0,0.01142044071667946,48.35211579615443
train,aachen,aachen_000075_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000075_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000075_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000075_000019_gtFine_instanceIds.png",1966,35050,1311,1,10,1,True,False,False,3,Tier 3 - All classes present,0.051295431419104025,0.9144989172124091,0.03420565136848697,38327,0.41449891721240906,0.5855010827875909,0.2953897367192661,0.5,0.76654,0.17102825684243483,48.30227669729379
train,tubingen,tubingen_000033_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000033_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000033_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000033_000019_gtFine_instanceIds.png",1295,87451,2125,1,5,1,True,False,False,3,Tier 3 - All classes present,0.014250971156914748,0.9623642306126267,0.023384798230458564,90871,0.46236423061262666,0.5376357693873733,0.30190912137685955,0.4705180144405143,1.0,0.11692399115229281,48.2050945891699
train,dusseldorf,dusseldorf_000197_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000197_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000197_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000197_000019_gtFine_instanceIds.png",3389,309082,580,2,14,1,True,False,False,3,Tier 3 - All classes present,0.010825712104417492,0.9873215546348678,0.001852733260714708,313051,0.48732155463486776,0.5126784453651323,0.2698774020454199,0.6299605249474366,1.0,0.00926366630357354,48.0991860816973
train,stuttgart,stuttgart_000083_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000083_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000083_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000083_000019_gtFine_instanceIds.png",628,265325,4774,1,10,1,True,False,False,3,Tier 3 - All classes present,0.0023196799728139417,0.9800463197242979,0.01763400030288815,270727,0.4800463197242979,0.5199536802757021,0.31065667250560336,0.5,1.0,0.08817000151444074,48.05869739376839
train,dusseldorf,dusseldorf_000124_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000124_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000124_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000124_000019_gtFine_instanceIds.png",1176,74752,1076,2,23,1,True,False,False,3,Tier 3 - All classes present,0.015271933925510362,0.9707547659861825,0.0139733000883071,77004,0.4707547659861825,0.5292452340138175,0.23302715396354634,0.6299605249474366,1.0,0.0698665004415355,47.95936435587832
train,darmstadt,darmstadt_000043_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\darmstadt\darmstadt_000043_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000043_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000043_000019_gtFine_instanceIds.png",2820,167388,184,4,9,1,True,False,False,3,Tier 3 - All classes present,0.01655007277336964,0.9823700643222687,0.001079862904361707,170392,0.48237006432226864,0.5176299356777314,0.17312334860949607,0.7937005259840998,1.0,0.005399314521808535,47.83140234776468
train,zurich,zurich_000051_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000051_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000051_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000051_000019_gtFine_instanceIds.png",18294,3976,1548,15,6,1,True,False,False,3,Tier 3 - All classes present,0.7680745654546981,0.16693257200436645,0.06499286254093543,23818,0.4680745654546981,0.531925434545302,0.27375707952751094,0.7937005259840998,0.47636,0.3249643127046771,47.78365922092229
train,krefeld,krefeld_000000_002083,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_002083_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_002083_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_002083_gtFine_instanceIds.png",1916,230900,1582,1,25,1,True,False,False,3,Tier 3 - All classes present,0.008174131178593674,0.9850766644766593,0.006749204344746969,234398,0.48507666447665937,0.5149233355233407,0.31179369442649596,0.5,1.0,0.033746021723734844,47.619474362347184
